"","week","week_start_date","region","type_mobility","mobility_av"
"results.9434",82,2021-10-13,"North East","parks",102.777210884354
"results.9435",82,2021-10-13,"North East","transit_stations",-24.4821428571429
"results.9436",82,2021-10-13,"North East","workplaces",-25.2321428571429
"results.9437",82,2021-10-13,"North East","residential",5.89795918367347
"results.9438",82,2021-10-13,"North East","retail_recreation_av",-10.3775510204082
"results.9439",82,2021-10-13,"North East","grocery_pharmacy_av",10.3724489795918
"results.9440",82,2021-10-13,"North East","parks_av",101.057288629738
"results.9441",82,2021-10-13,"North East","transit_stations_av",-24.4489795918367
"results.9442",82,2021-10-13,"North East","workplaces_av",-24.6836734693877
"results.9443",82,2021-10-13,"North East","residential_av",5.8451166180758
"results.9444",82,2021-10-13,"North West","retail_recreation",-3.48571428571429
"results.9445",82,2021-10-13,"North West","grocery_pharmacy",10.9142857142857
"results.9446",82,2021-10-13,"North West","parks",88.6590136054421
"results.9447",82,2021-10-13,"North West","transit_stations",-12.1142857142857
"results.9448",82,2021-10-13,"North West","workplaces",-25.4285714285714
"results.9449",82,2021-10-13,"North West","residential",5.72857142857143
"results.9450",82,2021-10-13,"North West","retail_recreation_av",-3.4061224489796
"results.9451",82,2021-10-13,"North West","grocery_pharmacy_av",10.2795918367347
"results.9452",82,2021-10-13,"North West","parks_av",88.6375526401037
"results.9453",82,2021-10-13,"North West","transit_stations_av",-11.9612244897959
"results.9454",82,2021-10-13,"North West","workplaces_av",-25.0142857142857
"results.9455",82,2021-10-13,"North West","residential_av",5.67142857142857
"results.9456",82,2021-10-13,"South East","retail_recreation",-7.47368421052632
"results.9457",82,2021-10-13,"South East","grocery_pharmacy",9.88721804511279
"results.9458",82,2021-10-13,"South East","parks",82.6730271055791
"results.9459",82,2021-10-13,"South East","transit_stations",-21.9248120300752
"results.9460",82,2021-10-13,"South East","workplaces",-28.187969924812
"results.9461",82,2021-10-13,"South East","residential",7.2406015037594
"results.9462",82,2021-10-13,"South East","retail_recreation_av",-7.72073039742212
"results.9463",82,2021-10-13,"South East","grocery_pharmacy_av",8.90440386680988
"results.9464",82,2021-10-13,"South East","parks_av",78.4153832961756
"results.9465",82,2021-10-13,"South East","transit_stations_av",-22.3490870032223
"results.9466",82,2021-10-13,"South East","workplaces_av",-28.0171858216971
"results.9467",82,2021-10-13,"South East","residential_av",7.36734693877551
"results.9468",82,2021-10-13,"South West","retail_recreation",-2.08791208791209
"results.9469",82,2021-10-13,"South West","grocery_pharmacy",17.9340659340659
"results.9470",82,2021-10-13,"South West","parks",135.059523809524
"results.9471",82,2021-10-13,"South West","transit_stations",-7.8021978021978
"results.9472",82,2021-10-13,"South West","workplaces",-24.1758241758242
"results.9473",82,2021-10-13,"South West","residential",5.93406593406593
"results.9474",82,2021-10-13,"South West","retail_recreation_av",-1.75196232339089
"results.9475",82,2021-10-13,"South West","grocery_pharmacy_av",17.0455259026688
"results.9476",82,2021-10-13,"South West","parks_av",133.15627229913
"results.9477",82,2021-10-13,"South West","transit_stations_av",-7.90580847723705
"results.9478",82,2021-10-13,"South West","workplaces_av",-23.9576138147567
"results.9479",82,2021-10-13,"South West","residential_av",6.01883830455259
"results.9480",82,2021-10-13,"West Midlands","retail_recreation",-6.34693877551021
"results.9481",82,2021-10-13,"West Midlands","grocery_pharmacy",10.530612244898
"results.9482",82,2021-10-13,"West Midlands","parks",66.0714285714286
"results.9483",82,2021-10-13,"West Midlands","transit_stations",-22.3469387755102
"results.9484",82,2021-10-13,"West Midlands","workplaces",-24.1632653061225
"results.9485",82,2021-10-13,"West Midlands","residential",5.69387755102041
"results.9486",82,2021-10-13,"West Midlands","retail_recreation_av",-6.00291545189505
"results.9487",82,2021-10-13,"West Midlands","grocery_pharmacy_av",9.83090379008747
"results.9488",82,2021-10-13,"West Midlands","parks_av",66.4723032069971
"results.9489",82,2021-10-13,"West Midlands","transit_stations_av",-21.8746355685131
"results.9490",82,2021-10-13,"West Midlands","workplaces_av",-23.7959183673469
"results.9491",82,2021-10-13,"West Midlands","residential_av",5.63265306122449
"results.9492",82,2021-10-13,"Yorkshire and the Humber","retail_recreation",-3.69642857142857
"results.9493",82,2021-10-13,"Yorkshire and the Humber","grocery_pharmacy",12.4285714285714
"results.9494",82,2021-10-13,"Yorkshire and the Humber","parks",103.237244897959
"results.9495",82,2021-10-13,"Yorkshire and the Humber","transit_stations",-12.8214285714286
"results.9496",82,2021-10-13,"Yorkshire and the Humber","workplaces",-23.2142857142857
"results.9497",82,2021-10-13,"Yorkshire and the Humber","residential",5.16071428571429
"results.9498",82,2021-10-13,"Yorkshire and the Humber","retail_recreation_av",-3.61734693877551
"results.9499",82,2021-10-13,"Yorkshire and the Humber","grocery_pharmacy_av",11.7372448979592
"results.9500",82,2021-10-13,"Yorkshire and the Humber","parks_av",101.595481049562
"results.9501",82,2021-10-13,"Yorkshire and the Humber","transit_stations_av",-12.9515306122449
"results.9502",82,2021-10-13,"Yorkshire and the Humber","workplaces_av",-22.9744897959184
"results.9503",82,2021-10-13,"Yorkshire and the Humber","residential_av",5.1530612244898
"results.9504",83,2021-10-20,"East","retail_recreation",-5.42857142857143
"results.9505",83,2021-10-20,"East","grocery_pharmacy",4.94285714285714
"results.9506",83,2021-10-20,"East","parks",102.686054421769
"results.9507",83,2021-10-20,"East","transit_stations",-29.2571428571429
"results.9508",83,2021-10-20,"East","workplaces",-28.8142857142857
"results.9509",83,2021-10-20,"East","residential",6.88571428571429
"results.9510",83,2021-10-20,"East","retail_recreation_av",-5.7591836734694
"results.9511",83,2021-10-20,"East","grocery_pharmacy_av",5.19591836734694
"results.9512",83,2021-10-20,"East","parks_av",98.4889455782313
"results.9513",83,2021-10-20,"East","transit_stations_av",-29.1326530612245
"results.9514",83,2021-10-20,"East","workplaces_av",-28.4612244897959
"results.9515",83,2021-10-20,"East","residential_av",6.86530612244898
"results.9516",83,2021-10-20,"East Midlands","retail_recreation",-7.75
"results.9517",83,2021-10-20,"East Midlands","grocery_pharmacy",6.03571428571429
"results.9518",83,2021-10-20,"East Midlands","parks",91.7091836734695
"results.9519",83,2021-10-20,"East Midlands","transit_stations",-23.8214285714286
"results.9520",83,2021-10-20,"East Midlands","workplaces",-27.5634920634921
"results.9521",83,2021-10-20,"East Midlands","residential",5.94642857142857
"results.9522",83,2021-10-20,"East Midlands","retail_recreation_av",-8.25765306122449
"results.9523",83,2021-10-20,"East Midlands","grocery_pharmacy_av",6.12244897959184
"results.9524",83,2021-10-20,"East Midlands","parks_av",89.0604956268222
"results.9525",83,2021-10-20,"East Midlands","transit_stations_av",-23.8801020408163
"results.9526",83,2021-10-20,"East Midlands","workplaces_av",-27.3483560090703
"results.9527",83,2021-10-20,"East Midlands","residential_av",5.95408163265306
"results.9528",83,2021-10-20,"London","retail_recreation",-30.1428571428571
"results.9529",83,2021-10-20,"London","grocery_pharmacy",-7
"results.9530",83,2021-10-20,"London","parks",19.1428571428571
"results.9531",83,2021-10-20,"London","transit_stations",-43.4285714285714
"results.9532",83,2021-10-20,"London","workplaces",-38.2857142857143
"results.9533",83,2021-10-20,"London","residential",9.85714285714286
"results.9534",83,2021-10-20,"London","retail_recreation_av",-30.1836734693877
"results.9535",83,2021-10-20,"London","grocery_pharmacy_av",-6.51020408163265
"results.9536",83,2021-10-20,"London","parks_av",19.8979591836735
"results.9537",83,2021-10-20,"London","transit_stations_av",-43.1632653061225
"results.9538",83,2021-10-20,"London","workplaces_av",-38.0612244897959
"results.9539",83,2021-10-20,"London","residential_av",9.79591836734693
"results.9540",83,2021-10-20,"North East","retail_recreation",-6.66071428571429
"results.9541",83,2021-10-20,"North East","grocery_pharmacy",8.71428571428571
"results.9542",83,2021-10-20,"North East","parks",102.247959183673
"results.9543",83,2021-10-20,"North East","transit_stations",-23.6964285714286
"results.9544",83,2021-10-20,"North East","workplaces",-26.0178571428571
"results.9545",83,2021-10-20,"North East","residential",5.68877551020408
"results.9546",83,2021-10-20,"North East","retail_recreation_av",-6.69132653061224
"results.9547",83,2021-10-20,"North East","grocery_pharmacy_av",8.7015306122449
"results.9548",83,2021-10-20,"North East","parks_av",97.9815354713312
"results.9549",83,2021-10-20,"North East","transit_stations_av",-23.905612244898
"results.9550",83,2021-10-20,"North East","workplaces_av",-26.0408163265306
"results.9551",83,2021-10-20,"North East","residential_av",5.74416909620991
"results.9552",83,2021-10-20,"North West","retail_recreation",-0.4
"results.9553",83,2021-10-20,"North West","grocery_pharmacy",6.41428571428571
"results.9554",83,2021-10-20,"North West","parks",82.3696145124716
"results.9555",83,2021-10-20,"North West","transit_stations",-11.1428571428571
"results.9556",83,2021-10-20,"North West","workplaces",-27.9285714285714
"results.9557",83,2021-10-20,"North West","residential",6.08571428571429
"results.9558",83,2021-10-20,"North West","retail_recreation_av",-0.375510204081636
"results.9559",83,2021-10-20,"North West","grocery_pharmacy_av",6.87551020408164
"results.9560",83,2021-10-20,"North West","parks_av",82.7507288629738
"results.9561",83,2021-10-20,"North West","transit_stations_av",-10.9979591836735
"results.9562",83,2021-10-20,"North West","workplaces_av",-27.7081632653061
"results.9563",83,2021-10-20,"North West","residential_av",6.03469387755102
"results.9564",83,2021-10-20,"South East","retail_recreation",-4.82706766917294
"results.9565",83,2021-10-20,"South East","grocery_pharmacy",4.39097744360902
"results.9566",83,2021-10-20,"South East","parks",65.849004865104
"results.9567",83,2021-10-20,"South East","transit_stations",-23.8195488721805
"results.9568",83,2021-10-20,"South East","workplaces",-32.2781954887218
"results.9569",83,2021-10-20,"South East","residential",8.08270676691729
"results.9570",83,2021-10-20,"South East","retail_recreation_av",-5.13533834586465
"results.9571",83,2021-10-20,"South East","grocery_pharmacy_av",4.76691729323308
"results.9572",83,2021-10-20,"South East","parks_av",64.7398123159038
"results.9573",83,2021-10-20,"South East","transit_stations_av",-23.7475832438238
"results.9574",83,2021-10-20,"South East","workplaces_av",-31.9183673469388
"results.9575",83,2021-10-20,"South East","residential_av",8.03114930182599
"results.9576",83,2021-10-20,"South West","retail_recreation",4.39560439560439
"results.9577",83,2021-10-20,"South West","grocery_pharmacy",14
"results.9578",83,2021-10-20,"South West","parks",123.327672327672
"results.9579",83,2021-10-20,"South West","transit_stations",-7.58241758241759
"results.9580",83,2021-10-20,"South West","workplaces",-27.8131868131868
"results.9581",83,2021-10-20,"South West","residential",6.79120879120879
"results.9582",83,2021-10-20,"South West","retail_recreation_av",3.95918367346939
"results.9583",83,2021-10-20,"South West","grocery_pharmacy_av",14.3249607535322
"results.9584",83,2021-10-20,"South West","parks_av",123.158722230151
"results.9585",83,2021-10-20,"South West","transit_stations_av",-7.40345368916798
"results.9586",83,2021-10-20,"South West","workplaces_av",-27.4835164835165
"results.9587",83,2021-10-20,"South West","residential_av",6.69073783359498
"results.9588",83,2021-10-20,"West Midlands","retail_recreation",-2.02040816326531
"results.9589",83,2021-10-20,"West Midlands","grocery_pharmacy",5.51020408163265
"results.9590",83,2021-10-20,"West Midlands","parks",71.2074829931972
"results.9591",83,2021-10-20,"West Midlands","transit_stations",-19.7755102040816
"results.9592",83,2021-10-20,"West Midlands","workplaces",-28.0204081632653
"results.9593",83,2021-10-20,"West Midlands","residential",6.06122448979592
"results.9594",83,2021-10-20,"West Midlands","retail_recreation_av",-2.53061224489796
"results.9595",83,2021-10-20,"West Midlands","grocery_pharmacy_av",5.79591836734694
"results.9596",83,2021-10-20,"West Midlands","parks_av",66.812925170068
"results.9597",83,2021-10-20,"West Midlands","transit_stations_av",-19.5743440233236
"results.9598",83,2021-10-20,"West Midlands","workplaces_av",-27.7084548104956
"results.9599",83,2021-10-20,"West Midlands","residential_av",6.05539358600583
"results.9600",83,2021-10-20,"Yorkshire and the Humber","retail_recreation",0.928571428571429
"results.9601",83,2021-10-20,"Yorkshire and the Humber","grocery_pharmacy",8.78571428571429
"results.9602",83,2021-10-20,"Yorkshire and the Humber","parks",104.15306122449
"results.9603",83,2021-10-20,"Yorkshire and the Humber","transit_stations",-13.2857142857143
"results.9604",83,2021-10-20,"Yorkshire and the Humber","workplaces",-26.75
"results.9605",83,2021-10-20,"Yorkshire and the Humber","residential",5.5
"results.9606",83,2021-10-20,"Yorkshire and the Humber","retail_recreation_av",0.576530612244898
"results.9607",83,2021-10-20,"Yorkshire and the Humber","grocery_pharmacy_av",8.90051020408162
"results.9608",83,2021-10-20,"Yorkshire and the Humber","parks_av",100.086734693878
"results.9609",83,2021-10-20,"Yorkshire and the Humber","transit_stations_av",-13.5969387755102
"results.9610",83,2021-10-20,"Yorkshire and the Humber","workplaces_av",-26.4260204081633
"results.9611",83,2021-10-20,"Yorkshire and the Humber","residential_av",5.52040816326531
"results.9612",84,2021-10-27,"East","retail_recreation",-3.38571428571429
"results.9613",84,2021-10-27,"East","grocery_pharmacy",4.51428571428571
"results.9614",84,2021-10-27,"East","parks",100.072278911565
"results.9615",84,2021-10-27,"East","transit_stations",-27.1285714285714
"results.9616",84,2021-10-27,"East","workplaces",-29.9
"results.9617",84,2021-10-27,"East","residential",6.64285714285714
"results.9618",84,2021-10-27,"East","retail_recreation_av",-3.46122448979593
"results.9619",84,2021-10-27,"East","grocery_pharmacy_av",4.6
"results.9620",84,2021-10-27,"East","parks_av",100.650437317784
"results.9621",84,2021-10-27,"East","transit_stations_av",-27.2163265306122
"results.9622",84,2021-10-27,"East","workplaces_av",-29.8918367346939
"results.9623",84,2021-10-27,"East","residential_av",6.65714285714286
"results.9624",84,2021-10-27,"East Midlands","retail_recreation",-6.60714285714286
"results.9625",84,2021-10-27,"East Midlands","grocery_pharmacy",4.53571428571429
"results.9626",84,2021-10-27,"East Midlands","parks",92.170918367347
"results.9627",84,2021-10-27,"East Midlands","transit_stations",-23.4821428571429
"results.9628",84,2021-10-27,"East Midlands","workplaces",-29.4384920634921
"results.9629",84,2021-10-27,"East Midlands","residential",5.92857142857143
"results.9630",84,2021-10-27,"East Midlands","retail_recreation_av",-6.69897959183673
"results.9631",84,2021-10-27,"East Midlands","grocery_pharmacy_av",4.64285714285715
"results.9632",84,2021-10-27,"East Midlands","parks_av",91.6162536443149
"results.9633",84,2021-10-27,"East Midlands","transit_stations_av",-23.3698979591837
"results.9634",84,2021-10-27,"East Midlands","workplaces_av",-29.4010770975057
"results.9635",84,2021-10-27,"East Midlands","residential_av",5.96173469387755
"results.9636",84,2021-10-27,"London","retail_recreation",-28.4285714285714
"results.9637",84,2021-10-27,"London","grocery_pharmacy",-7.57142857142857
"results.9638",84,2021-10-27,"London","parks",17.8571428571429
"results.9639",84,2021-10-27,"London","transit_stations",-42.4285714285714
"results.9640",84,2021-10-27,"London","workplaces",-39.4285714285714
"results.9641",84,2021-10-27,"London","residential",9.57142857142857
"results.9642",84,2021-10-27,"London","retail_recreation_av",-28.6326530612245
"results.9643",84,2021-10-27,"London","grocery_pharmacy_av",-7.63265306122449
"results.9644",84,2021-10-27,"London","parks_av",17.3265306122449
"results.9645",84,2021-10-27,"London","transit_stations_av",-42.6326530612245
"results.9646",84,2021-10-27,"London","workplaces_av",-39.3469387755102
"results.9647",84,2021-10-27,"London","residential_av",9.59183673469388
"results.9648",84,2021-10-27,"North East","retail_recreation",-3.39285714285714
"results.9649",84,2021-10-27,"North East","grocery_pharmacy",8.71428571428571
"results.9650",84,2021-10-27,"North East","parks",102.209523809524
"results.9651",84,2021-10-27,"North East","transit_stations",-22.7321428571429
"results.9652",84,2021-10-27,"North East","workplaces",-26.6964285714286
"results.9653",84,2021-10-27,"North East","residential",5.36224489795918
"results.9654",84,2021-10-27,"North East","retail_recreation_av",-3.93112244897959
"results.9655",84,2021-10-27,"North East","grocery_pharmacy_av",8.52551020408163
"results.9656",84,2021-10-27,"North East","parks_av",98.9883381924198
"results.9657",84,2021-10-27,"North East","transit_stations_av",-22.9923469387755
"results.9658",84,2021-10-27,"North East","workplaces_av",-26.5535714285714
"results.9659",84,2021-10-27,"North East","residential_av",5.46064139941691
"results.9660",84,2021-10-27,"North West","retail_recreation",2.8
"results.9661",84,2021-10-27,"North West","grocery_pharmacy",6.22857142857143
"results.9662",84,2021-10-27,"North West","parks",86.749433106576
"results.9663",84,2021-10-27,"North West","transit_stations",-9.25714285714286
"results.9664",84,2021-10-27,"North West","workplaces",-28.1142857142857
"results.9665",84,2021-10-27,"North West","residential",5.82857142857143
"results.9666",84,2021-10-27,"North West","retail_recreation_av",1.8938775510204
"results.9667",84,2021-10-27,"North West","grocery_pharmacy_av",5.7530612244898
"results.9668",84,2021-10-27,"North West","parks_av",80.2278911564626
"results.9669",84,2021-10-27,"North West","transit_stations_av",-10.3510204081633
"results.9670",84,2021-10-27,"North West","workplaces_av",-28.2551020408163
"results.9671",84,2021-10-27,"North West","residential_av",6.03265306122449
"results.9672",84,2021-10-27,"South East","retail_recreation",-2.69924812030075
"results.9673",84,2021-10-27,"South East","grocery_pharmacy",3.76691729323308
"results.9674",84,2021-10-27,"South East","parks",59.6395124514043
"results.9675",84,2021-10-27,"South East","transit_stations",-21.7218045112782
"results.9676",84,2021-10-27,"South East","workplaces",-33.2781954887218
"results.9677",84,2021-10-27,"South East","residential",7.79699248120301
"results.9678",84,2021-10-27,"South East","retail_recreation_av",-2.75187969924811
"results.9679",84,2021-10-27,"South East","grocery_pharmacy_av",3.80988184747583
"results.9680",84,2021-10-27,"South East","parks_av",60.5884317212522
"results.9681",84,2021-10-27,"South East","transit_stations_av",-21.7905477980666
"results.9682",84,2021-10-27,"South East","workplaces_av",-33.3254564983888
"results.9683",84,2021-10-27,"South East","residential_av",7.81847475832438
"results.9684",84,2021-10-27,"South West","retail_recreation",7.60439560439561
"results.9685",84,2021-10-27,"South West","grocery_pharmacy",13.6483516483516
"results.9686",84,2021-10-27,"South West","parks",128.721861471861
"results.9687",84,2021-10-27,"South West","transit_stations",-5.84615384615385
"results.9688",84,2021-10-27,"South West","workplaces",-29.3076923076923
"results.9689",84,2021-10-27,"South West","residential",6.3956043956044
"results.9690",84,2021-10-27,"South West","retail_recreation_av",7.40031397174255
"results.9691",84,2021-10-27,"South West","grocery_pharmacy_av",13.6138147566719
"results.9692",84,2021-10-27,"South West","parks_av",127.804326625755
"results.9693",84,2021-10-27,"South West","transit_stations_av",-5.90737833594977
"results.9694",84,2021-10-27,"South West","workplaces_av",-29.2590266875981
"results.9695",84,2021-10-27,"South West","residential_av",6.45368916797488
"results.9696",84,2021-10-27,"West Midlands","retail_recreation",-0.612244897959182
"results.9697",84,2021-10-27,"West Midlands","grocery_pharmacy",5.06122448979592
"results.9698",84,2021-10-27,"West Midlands","parks",64.1496598639455
"results.9699",84,2021-10-27,"West Midlands","transit_stations",-16.5510204081633
"results.9700",84,2021-10-27,"West Midlands","workplaces",-28.5510204081633
"results.9701",84,2021-10-27,"West Midlands","residential",5.81632653061224
"results.9702",84,2021-10-27,"West Midlands","retail_recreation_av",-0.504373177842567
"results.9703",84,2021-10-27,"West Midlands","grocery_pharmacy_av",5.15451895043731
"results.9704",84,2021-10-27,"West Midlands","parks_av",65.8032069970846
"results.9705",84,2021-10-27,"West Midlands","transit_stations_av",-16.5830903790087
"results.9706",84,2021-10-27,"West Midlands","workplaces_av",-28.5830903790088
"results.9707",84,2021-10-27,"West Midlands","residential_av",5.84839650145772
"results.9708",84,2021-10-27,"Yorkshire and the Humber","retail_recreation",3.25
"results.9709",84,2021-10-27,"Yorkshire and the Humber","grocery_pharmacy",7.94642857142857
"results.9710",84,2021-10-27,"Yorkshire and the Humber","parks",101.073979591837
"results.9711",84,2021-10-27,"Yorkshire and the Humber","transit_stations",-13.2321428571429
"results.9712",84,2021-10-27,"Yorkshire and the Humber","workplaces",-28.875
"results.9713",84,2021-10-27,"Yorkshire and the Humber","residential",5.58928571428571
"results.9714",84,2021-10-27,"Yorkshire and the Humber","retail_recreation_av",2.90051020408163
"results.9715",84,2021-10-27,"Yorkshire and the Humber","grocery_pharmacy_av",7.86224489795918
"results.9716",84,2021-10-27,"Yorkshire and the Humber","parks_av",98.902332361516
"results.9717",84,2021-10-27,"Yorkshire and the Humber","transit_stations_av",-13.3801020408163
"results.9718",84,2021-10-27,"Yorkshire and the Humber","workplaces_av",-28.8214285714286
"results.9719",84,2021-10-27,"Yorkshire and the Humber","residential_av",5.62244897959184
"results.9720",85,2021-11-03,"East","retail_recreation",-2.61428571428571
"results.9721",85,2021-11-03,"East","grocery_pharmacy",4.51428571428571
"results.9722",85,2021-11-03,"East","parks",97.5197278911565
"results.9723",85,2021-11-03,"East","transit_stations",-26.2
"results.9724",85,2021-11-03,"East","workplaces",-30.3428571428571
"results.9725",85,2021-11-03,"East","residential",6.51428571428571
"results.9726",85,2021-11-03,"East","retail_recreation_av",-2.59387755102042
"results.9727",85,2021-11-03,"East","grocery_pharmacy_av",4.58367346938776
"results.9728",85,2021-11-03,"East","parks_av",101.531681243926
"results.9729",85,2021-11-03,"East","transit_stations_av",-25.8591836734694
"results.9730",85,2021-11-03,"East","workplaces_av",-30.2938775510204
"results.9731",85,2021-11-03,"East","residential_av",6.41836734693877
"results.9732",85,2021-11-03,"East Midlands","retail_recreation",-6.32142857142857
"results.9733",85,2021-11-03,"East Midlands","grocery_pharmacy",4.26785714285714
"results.9734",85,2021-11-03,"East Midlands","parks",95.966836734694
"results.9735",85,2021-11-03,"East Midlands","transit_stations",-21.7678571428571
"results.9736",85,2021-11-03,"East Midlands","workplaces",-29.6369047619048
"results.9737",85,2021-11-03,"East Midlands","residential",5.75396825396825
"results.9738",85,2021-11-03,"East Midlands","retail_recreation_av",-6.32142857142857
"results.9739",85,2021-11-03,"East Midlands","grocery_pharmacy_av",4.28061224489796
"results.9740",85,2021-11-03,"East Midlands","parks_av",97.191690962099
"results.9741",85,2021-11-03,"East Midlands","transit_stations_av",-21.5127551020408
"results.9742",85,2021-11-03,"East Midlands","workplaces_av",-29.6459750566894
"results.9743",85,2021-11-03,"East Midlands","residential_av",5.68707482993197
"results.9744",85,2021-11-03,"London","retail_recreation",-29
"results.9745",85,2021-11-03,"London","grocery_pharmacy",-8.71428571428571
"results.9746",85,2021-11-03,"London","parks",15.2857142857143
"results.9747",85,2021-11-03,"London","transit_stations",-42.5714285714286
"results.9748",85,2021-11-03,"London","workplaces",-40
"results.9749",85,2021-11-03,"London","residential",9.42857142857143
"results.9750",85,2021-11-03,"London","retail_recreation_av",-28.8979591836735
"results.9751",85,2021-11-03,"London","grocery_pharmacy_av",-8.53061224489796
"results.9752",85,2021-11-03,"London","parks_av",16.9591836734694
"results.9753",85,2021-11-03,"London","transit_stations_av",-42.2448979591837
"results.9754",85,2021-11-03,"London","workplaces_av",-39.8979591836735
"results.9755",85,2021-11-03,"London","residential_av",9.28571428571428
"results.9756",85,2021-11-03,"North East","retail_recreation",-3.57142857142857
"results.9757",85,2021-11-03,"North East","grocery_pharmacy",8.67857142857143
"results.9758",85,2021-11-03,"North East","parks",96.2734693877551
"results.9759",85,2021-11-03,"North East","transit_stations",-22.7678571428571
"results.9760",85,2021-11-03,"North East","workplaces",-25.4642857142857
"results.9761",85,2021-11-03,"North East","residential",5.22959183673469
"results.9762",85,2021-11-03,"North East","retail_recreation_av",-3.38265306122449
"results.9763",85,2021-11-03,"North East","grocery_pharmacy_av",8.80612244897959
"results.9764",85,2021-11-03,"North East","parks_av",99.9137026239068
"results.9765",85,2021-11-03,"North East","transit_stations_av",-22.4515306122449
"results.9766",85,2021-11-03,"North East","workplaces_av",-25.5
"results.9767",85,2021-11-03,"North East","residential_av",5.16071428571428
"results.9768",85,2021-11-03,"North West","retail_recreation",1.82857142857143
"results.9769",85,2021-11-03,"North West","grocery_pharmacy",5.12857142857143
"results.9770",85,2021-11-03,"North West","parks",71.8730158730159
"results.9771",85,2021-11-03,"North West","transit_stations",-11.4857142857143
"results.9772",85,2021-11-03,"North West","workplaces",-28.4857142857143
"results.9773",85,2021-11-03,"North West","residential",6.11428571428571
"results.9774",85,2021-11-03,"North West","retail_recreation_av",2.11224489795918
"results.9775",85,2021-11-03,"North West","grocery_pharmacy_av",5.51836734693878
"results.9776",85,2021-11-03,"North West","parks_av",76.0272108843537
"results.9777",85,2021-11-03,"North West","transit_stations_av",-10.7040816326531
"results.9778",85,2021-11-03,"North West","workplaces_av",-28.3795918367347
"results.9779",85,2021-11-03,"North West","residential_av",5.96326530612245
"results.9780",85,2021-11-03,"South East","retail_recreation",-2.3984962406015
"results.9781",85,2021-11-03,"South East","grocery_pharmacy",3.51127819548872
"results.9782",85,2021-11-03,"South East","parks",61.3053277991359
"results.9783",85,2021-11-03,"South East","transit_stations",-20.4586466165414
"results.9784",85,2021-11-03,"South East","workplaces",-34.0526315789474
"results.9785",85,2021-11-03,"South East","residential",7.75187969924811
"results.9786",85,2021-11-03,"South East","retail_recreation_av",-2.45972073039742
"results.9787",85,2021-11-03,"South East","grocery_pharmacy_av",3.55102040816326
"results.9788",85,2021-11-03,"South East","parks_av",64.0167633276561
"results.9789",85,2021-11-03,"South East","transit_stations_av",-19.9108485499463
"results.9790",85,2021-11-03,"South East","workplaces_av",-33.983888292159
"results.9791",85,2021-11-03,"South East","residential_av",7.66380236305048
"results.9792",85,2021-11-03,"South West","retail_recreation",8.05494505494506
"results.9793",85,2021-11-03,"South West","grocery_pharmacy",13.8791208791209
"results.9794",85,2021-11-03,"South West","parks",129.002580752581
"results.9795",85,2021-11-03,"South West","transit_stations",-4.05494505494505
"results.9796",85,2021-11-03,"South West","workplaces",-29.6483516483516
"results.9797",85,2021-11-03,"South West","residential",6.41758241758242
"results.9798",85,2021-11-03,"South West","retail_recreation_av",7.86499215070644
"results.9799",85,2021-11-03,"South West","grocery_pharmacy_av",13.8006279434851
"results.9800",85,2021-11-03,"South West","parks_av",130.531278245564
"results.9801",85,2021-11-03,"South West","transit_stations_av",-3.80062794348509
"results.9802",85,2021-11-03,"South West","workplaces_av",-29.6248037676609
"results.9803",85,2021-11-03,"South West","residential_av",6.36263736263736
"results.9804",85,2021-11-03,"West Midlands","retail_recreation",0.387755102040814
"results.9805",85,2021-11-03,"West Midlands","grocery_pharmacy",5.44897959183673
"results.9806",85,2021-11-03,"West Midlands","parks",71.5068027210884
"results.9807",85,2021-11-03,"West Midlands","transit_stations",-15.5918367346939
"results.9808",85,2021-11-03,"West Midlands","workplaces",-28.3673469387755
"results.9809",85,2021-11-03,"West Midlands","residential",5.6530612244898
"results.9810",85,2021-11-03,"West Midlands","retail_recreation_av",0.0845481049562661
"results.9811",85,2021-11-03,"West Midlands","grocery_pharmacy_av",5.36151603498542
"results.9812",85,2021-11-03,"West Midlands","parks_av",71.2521865889213
"results.9813",85,2021-11-03,"West Midlands","transit_stations_av",-15.7580174927114
"results.9814",85,2021-11-03,"West Midlands","workplaces_av",-28.3615160349854
"results.9815",85,2021-11-03,"West Midlands","residential_av",5.64139941690962
"results.9816",85,2021-11-03,"Yorkshire and the Humber","retail_recreation",3.64285714285714
"results.9817",85,2021-11-03,"Yorkshire and the Humber","grocery_pharmacy",7.98214285714286
"results.9818",85,2021-11-03,"Yorkshire and the Humber","parks",106.548469387755
"results.9819",85,2021-11-03,"Yorkshire and the Humber","transit_stations",-11.4821428571429
"results.9820",85,2021-11-03,"Yorkshire and the Humber","workplaces",-28.875
"results.9821",85,2021-11-03,"Yorkshire and the Humber","residential",5.25
"results.9822",85,2021-11-03,"Yorkshire and the Humber","retail_recreation_av",3.7219387755102
"results.9823",85,2021-11-03,"Yorkshire and the Humber","grocery_pharmacy_av",8.13520408163265
"results.9824",85,2021-11-03,"Yorkshire and the Humber","parks_av",108.640306122449
"results.9825",85,2021-11-03,"Yorkshire and the Humber","transit_stations_av",-11.125
"results.9826",85,2021-11-03,"Yorkshire and the Humber","workplaces_av",-28.8979591836735
"results.9827",85,2021-11-03,"Yorkshire and the Humber","residential_av",5.20408163265306
